STATION,STATION_NAME,DATE,HLY-DEWP-NORMAL,HLY-HIDX-NORMAL,HLY-TEMP-NORMAL,HLY-WCHL-NORMAL,HLY-WIND-AVGSPD
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100616 10:00,634,792,776,776,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100616 11:00,632,812,794,793,95
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100616 12:00,630,827,809,808,98
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100616 13:00,629,841,820,820,100
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100616 14:00,629,846,825,825,104
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100616 15:00,628,849,828,827,105
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100616 16:00,629,841,823,822,107
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100616 17:00,630,831,813,813,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100616 18:00,632,814,799,798,104
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100616 19:00,632,794,780,780,95
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100616 20:00,632,771,761,761,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100616 21:00,636,754,747,747,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100616 22:00,637,740,735,734,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100616 23:00,637,728,725,725,76
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 00:00,636,718,716,715,72
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 01:00,634,708,707,707,73
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 02:00,633,700,700,699,69
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 03:00,631,693,693,692,68
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 04:00,628,687,687,687,67
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 05:00,626,682,682,682,67
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 06:00,630,692,692,691,69
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 07:00,632,714,712,712,75
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 08:00,636,739,735,734,82
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 09:00,636,766,758,757,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 10:00,635,793,778,778,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 11:00,633,813,796,795,95
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 12:00,630,828,810,809,98
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 13:00,630,843,822,822,100
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 14:00,630,848,827,826,104
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 15:00,629,851,829,829,105
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 16:00,629,843,824,823,107
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 17:00,631,833,815,815,107
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 18:00,633,816,801,800,103
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 19:00,632,796,783,782,95
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 20:00,633,773,763,763,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 21:00,637,756,750,749,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 22:00,638,742,737,737,80
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100617 23:00,638,730,727,727,76
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 00:00,638,720,718,718,73
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 01:00,636,710,709,709,73
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 02:00,634,702,702,701,69
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 03:00,632,695,695,694,67
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 04:00,630,689,689,689,67
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 05:00,628,684,684,684,67
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 06:00,632,694,694,693,69
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 07:00,635,716,715,714,75
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 08:00,638,741,737,736,81
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 09:00,638,768,759,759,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 10:00,637,796,780,780,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 11:00,635,817,798,797,95
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 12:00,632,832,813,812,98
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 13:00,632,846,824,824,101
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 14:00,631,851,829,829,105
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 15:00,631,854,832,832,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 16:00,631,844,826,825,107
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 17:00,632,835,817,817,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 18:00,634,819,803,803,103
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 19:00,634,800,786,786,96
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 20:00,635,776,766,766,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 21:00,639,758,752,751,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 22:00,640,744,739,739,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100618 23:00,641,732,730,729,76
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 00:00,641,722,720,720,73
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 01:00,639,712,712,711,72
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 02:00,637,705,704,703,68
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 03:00,635,697,697,696,66
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 04:00,632,691,691,691,65
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 05:00,630,686,686,686,66
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 06:00,634,697,697,696,68
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 07:00,638,718,717,717,74
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 08:00,642,745,740,739,81
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 09:00,641,773,763,762,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 10:00,640,800,784,783,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 11:00,637,821,802,801,95
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 12:00,635,837,817,816,98
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 13:00,633,851,828,828,101
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 14:00,633,855,833,833,105
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 15:00,633,857,835,835,105
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 16:00,632,848,829,828,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 17:00,634,838,820,819,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 18:00,636,822,805,805,102
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 19:00,636,802,787,787,96
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 20:00,637,778,767,767,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 21:00,641,760,754,753,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 22:00,641,747,741,741,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100619 23:00,643,734,732,731,76
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 00:00,642,724,722,721,74
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 01:00,641,714,713,713,73
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 02:00,639,706,706,705,68
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 03:00,637,699,699,698,66
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 04:00,634,693,693,692,64
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 05:00,632,688,688,688,66
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 06:00,636,699,699,697,68
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 07:00,639,721,719,719,74
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 08:00,643,746,742,741,81
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 09:00,643,776,765,764,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 10:00,641,803,786,785,91
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 11:00,639,824,804,803,95
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 12:00,635,840,820,819,98
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 13:00,634,853,831,830,101
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 14:00,633,857,836,835,105
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 15:00,632,860,838,837,107
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 16:00,632,851,832,831,109
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 17:00,633,841,823,822,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 18:00,636,825,808,808,103
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 19:00,636,805,790,790,96
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 20:00,636,779,769,769,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 21:00,641,763,756,755,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 22:00,641,750,743,743,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100620 23:00,643,737,733,732,76
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 00:00,643,725,724,723,74
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 01:00,641,716,715,714,72
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 02:00,639,708,707,706,67
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 03:00,638,700,700,699,66
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 04:00,635,695,694,694,64
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 05:00,633,690,690,689,66
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 06:00,637,700,700,699,67
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 07:00,640,723,721,720,74
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 08:00,643,749,744,743,81
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 09:00,643,778,767,766,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 10:00,641,805,788,788,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 11:00,639,826,807,805,95
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 12:00,635,843,822,821,97
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 13:00,634,856,833,833,101
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 14:00,633,860,838,838,105
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 15:00,633,862,841,840,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 16:00,633,854,834,834,109
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 17:00,633,843,825,824,107
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 18:00,636,827,811,810,102
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 19:00,637,807,792,792,96
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 20:00,638,782,771,771,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 21:00,642,765,758,757,80
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 22:00,643,752,746,745,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100621 23:00,644,739,736,735,76
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 00:00,645,728,726,725,74
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 01:00,643,719,718,717,73
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 02:00,641,710,709,709,68
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 03:00,639,703,703,702,67
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 04:00,636,697,697,696,64
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 05:00,634,692,692,691,66
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 06:00,638,702,702,701,68
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 07:00,641,725,723,722,74
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 08:00,644,750,746,745,82
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 09:00,643,780,768,768,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 10:00,642,807,790,789,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 11:00,639,828,808,807,95
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 12:00,635,844,824,823,98
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 13:00,634,857,834,834,102
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 14:00,632,862,840,839,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 15:00,632,863,842,841,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 16:00,633,856,836,836,109
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 17:00,633,844,826,826,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 18:00,636,828,812,811,102
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 19:00,636,808,794,793,97
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 20:00,637,783,773,772,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 21:00,641,767,759,759,81
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 22:00,642,754,748,747,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100622 23:00,643,741,738,737,77
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 00:00,644,729,727,727,75
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 01:00,642,720,719,718,73
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 02:00,639,711,711,710,69
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 03:00,638,704,704,703,68
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 04:00,635,698,698,698,65
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 05:00,633,693,693,693,67
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 06:00,637,704,704,703,69
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 07:00,640,725,724,723,74
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 08:00,643,751,747,746,82
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 09:00,643,781,769,769,87
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 10:00,641,808,791,791,91
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 11:00,638,829,809,808,95
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 12:00,635,844,824,823,97
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 13:00,634,857,835,834,101
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 14:00,633,862,840,839,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 15:00,632,863,842,841,107
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 16:00,633,856,836,836,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 17:00,633,844,826,825,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 18:00,636,828,812,812,102
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 19:00,637,808,794,794,95
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 20:00,637,784,773,773,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 21:00,642,767,759,759,81
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 22:00,642,754,748,747,77
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100623 23:00,644,741,738,737,76
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 00:00,644,730,727,727,75
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 01:00,642,720,719,719,73
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 02:00,638,711,711,710,68
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 03:00,637,704,704,703,68
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 04:00,634,699,698,698,65
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 05:00,633,693,693,693,67
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 06:00,637,704,704,703,69
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 07:00,639,725,724,723,74
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 08:00,642,751,746,745,82
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 09:00,642,780,769,769,87
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 10:00,640,807,790,790,91
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 11:00,637,828,809,808,95
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 12:00,634,844,823,823,96
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 13:00,633,857,834,834,101
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 14:00,631,862,840,840,105
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 15:00,631,864,841,841,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 16:00,631,856,837,836,107
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 17:00,632,844,826,826,107
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 18:00,634,828,812,812,100
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 19:00,636,809,795,794,94
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 20:00,637,784,774,773,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 21:00,642,768,760,760,80
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 22:00,642,755,749,748,77
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100624 23:00,644,742,738,738,76
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 00:00,644,730,728,727,75
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 01:00,642,721,720,720,74
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 02:00,638,712,711,711,69
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 03:00,637,705,705,704,68
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 04:00,634,699,699,699,66
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 05:00,633,694,694,693,66
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 06:00,636,704,704,703,69
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 07:00,639,725,724,723,75
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 08:00,642,751,746,746,83
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 09:00,642,781,769,769,87
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 10:00,640,807,791,790,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 11:00,637,829,809,808,94
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 12:00,634,844,824,823,96
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 13:00,633,858,836,835,101
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 14:00,631,863,841,841,104
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 15:00,631,865,843,842,105
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 16:00,632,859,838,838,107
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 17:00,632,846,828,828,107
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 18:00,634,830,814,813,100
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 19:00,636,810,796,795,93
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 20:00,638,785,774,774,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 21:00,643,769,761,760,80
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 22:00,643,755,749,749,76
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100625 23:00,645,743,739,738,75
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100626 00:00,645,731,729,728,74
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100626 01:00,644,722,721,720,73
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100626 02:00,639,713,712,712,69
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100626 03:00,638,706,706,705,68
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100626 04:00,635,700,700,700,66
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100626 05:00,634,695,695,694,65
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100626 06:00,638,705,705,704,68
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100626 07:00,640,726,725,724,75
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100626 08:00,643,752,747,747,82
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100626 09:00,644,782,770,770,87
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100626 10:00,641,809,792,792,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100626 11:00,639,831,811,810,94
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100626 12:00,635,846,825,824,96
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100626 13:00,634,860,837,836,101
