STATION,STATION_NAME,DATE,HLY-DEWP-NORMAL,HLY-HIDX-NORMAL,HLY-TEMP-NORMAL,HLY-WCHL-NORMAL,HLY-WIND-AVGSPD
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 00:00,260,361,361,304,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 01:00,260,356,356,298,83
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 02:00,259,352,352,294,82
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 03:00,260,350,350,294,81
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 04:00,260,350,349,292,83
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 05:00,257,344,344,285,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 06:00,256,342,342,282,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 07:00,256,340,340,278,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 08:00,258,343,343,281,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 09:00,262,357,357,296,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 10:00,265,375,375,313,100
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 11:00,265,391,390,330,107
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 12:00,268,410,408,352,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 13:00,265,419,418,364,109
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 14:00,266,428,427,376,109
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 15:00,263,431,430,380,109
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 16:00,262,425,424,372,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 17:00,258,408,408,353,100
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 18:00,259,398,397,342,95
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 19:00,260,389,389,331,94
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 20:00,261,382,382,325,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 21:00,262,375,375,317,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 22:00,262,371,370,312,87
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100101 23:00,260,366,365,308,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 00:00,259,360,360,302,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 01:00,259,356,356,297,83
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 02:00,259,352,352,294,81
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 03:00,260,350,350,294,81
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 04:00,259,349,348,290,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 05:00,258,345,344,285,83
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 06:00,257,342,342,283,83
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 07:00,257,341,341,279,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 08:00,259,344,344,282,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 09:00,263,358,358,297,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 10:00,266,375,375,313,100
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 11:00,265,391,391,330,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 12:00,269,410,408,353,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 13:00,266,419,419,364,110
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 14:00,267,429,428,376,109
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 15:00,265,432,431,380,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 16:00,264,425,425,372,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 17:00,259,408,408,353,100
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 18:00,260,398,398,343,94
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 19:00,261,389,389,332,93
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 20:00,262,382,382,325,91
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 21:00,262,375,375,317,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 22:00,261,371,370,312,88
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100102 23:00,260,365,365,307,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 00:00,259,360,359,302,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 01:00,259,355,355,297,83
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 02:00,259,353,352,294,82
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 03:00,260,351,350,293,82
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 04:00,258,349,347,290,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 05:00,258,346,345,286,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 06:00,257,343,343,283,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 07:00,257,341,341,279,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 08:00,259,344,344,282,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 09:00,263,358,357,296,91
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 10:00,266,375,375,313,100
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 11:00,265,390,390,328,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 12:00,267,408,407,350,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 13:00,265,418,418,363,110
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 14:00,265,428,427,375,109
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 15:00,264,431,430,380,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 16:00,264,424,424,371,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 17:00,260,407,407,352,100
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 18:00,261,397,397,342,94
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 19:00,262,389,389,331,93
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 20:00,263,382,381,324,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 21:00,264,374,374,315,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 22:00,263,370,370,311,87
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100103 23:00,261,364,364,306,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 00:00,260,359,359,301,83
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 01:00,260,354,354,295,83
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 02:00,260,351,351,292,82
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 03:00,261,350,349,291,82
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 04:00,259,348,346,287,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 05:00,259,344,343,284,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 06:00,258,342,342,280,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 07:00,257,340,340,277,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 08:00,259,342,342,280,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 09:00,263,356,356,293,92
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 10:00,266,374,373,311,102
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 11:00,265,389,389,327,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 12:00,267,407,405,349,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 13:00,265,416,416,360,110
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 14:00,265,427,426,374,110
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 15:00,263,431,429,379,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 16:00,263,424,424,370,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 17:00,259,407,407,352,100
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 18:00,260,397,397,341,95
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 19:00,260,388,388,330,95
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 20:00,261,381,381,323,92
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 21:00,262,373,373,313,91
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 22:00,261,369,369,310,88
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100104 23:00,259,364,363,304,87
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 00:00,258,359,358,300,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 01:00,257,353,353,292,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 02:00,256,351,349,290,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 03:00,258,348,347,288,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 04:00,255,346,345,284,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 05:00,257,343,342,282,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 06:00,256,341,341,277,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 07:00,255,338,338,273,88
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 08:00,256,341,341,276,87
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 09:00,260,355,355,290,92
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 10:00,263,373,372,308,102
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 11:00,262,387,387,324,107
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 12:00,264,405,403,347,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 13:00,262,414,414,358,110
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 14:00,261,425,424,372,110
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 15:00,260,429,427,378,109
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 16:00,260,422,422,368,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 17:00,256,406,405,350,102
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 18:00,258,395,395,339,94
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 19:00,259,386,386,328,95
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 20:00,259,379,379,321,91
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 21:00,260,372,372,312,91
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 22:00,260,368,368,308,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100105 23:00,258,363,363,303,88
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 00:00,256,358,357,298,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 01:00,255,352,352,291,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 02:00,254,350,348,288,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 03:00,256,347,346,286,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 04:00,254,345,344,283,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 05:00,255,343,342,282,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 06:00,255,341,340,277,87
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 07:00,253,337,337,271,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 08:00,254,339,339,275,87
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 09:00,259,355,354,290,93
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 10:00,261,373,372,308,103
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 11:00,261,388,387,325,107
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 12:00,263,405,403,347,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 13:00,261,414,414,358,111
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 14:00,261,425,424,372,112
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 15:00,259,429,427,378,110
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 16:00,260,423,422,369,110
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 17:00,256,406,405,350,102
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 18:00,258,395,395,338,95
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 19:00,258,386,386,328,96
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 20:00,259,380,379,322,92
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 21:00,260,372,372,312,93
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 22:00,260,369,368,308,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100106 23:00,258,363,362,302,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 00:00,256,358,357,298,87
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 01:00,255,351,351,289,87
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 02:00,255,350,348,289,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 03:00,256,347,346,286,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 04:00,254,345,343,283,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 05:00,256,342,341,281,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 06:00,255,341,340,277,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 07:00,252,336,336,269,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 08:00,254,338,338,273,87
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 09:00,258,353,353,288,93
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 10:00,261,372,370,306,103
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 11:00,261,386,386,323,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 12:00,263,404,402,345,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 13:00,261,414,413,358,111
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 14:00,261,424,423,371,113
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 15:00,259,428,425,376,110
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 16:00,259,422,421,367,111
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 17:00,255,405,404,349,104
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 18:00,257,393,393,335,97
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 19:00,257,385,385,326,97
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 20:00,258,379,378,319,94
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 21:00,259,372,371,311,95
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 22:00,259,368,368,308,92
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100107 23:00,258,363,362,302,92
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 00:00,255,358,356,296,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 01:00,254,351,351,288,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 02:00,254,349,348,287,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 03:00,255,346,345,284,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 04:00,252,344,342,281,88
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 05:00,254,341,340,279,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 06:00,253,340,339,276,88
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 07:00,249,334,334,267,91
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 08:00,251,337,337,271,88
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 09:00,255,352,351,286,95
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 10:00,258,370,369,303,104
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 11:00,258,386,385,322,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 12:00,259,402,400,342,110
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 13:00,258,412,410,354,113
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 14:00,257,423,421,368,114
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 15:00,254,426,423,373,112
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 16:00,255,419,418,364,113
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 17:00,250,403,401,345,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 18:00,252,391,391,332,98
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 19:00,253,383,383,322,97
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 20:00,254,377,375,316,96
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 21:00,253,369,368,306,97
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 22:00,254,366,365,304,94
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100108 23:00,253,361,360,298,94
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 00:00,250,355,354,292,91
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 01:00,249,348,348,284,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 02:00,249,346,345,283,87
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 03:00,250,343,342,280,87
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 04:00,248,341,339,276,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 05:00,249,338,336,274,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 06:00,248,337,335,271,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 07:00,245,331,331,263,92
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 08:00,246,334,334,267,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 09:00,250,349,348,282,96
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 10:00,253,367,366,300,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 11:00,252,383,382,318,109
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 12:00,254,399,397,339,111
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 13:00,253,409,408,351,114
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 14:00,253,421,419,366,115
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 15:00,250,424,421,370,113
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 16:00,251,417,416,361,113
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 17:00,246,400,399,341,107
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 18:00,248,389,388,329,99
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 19:00,248,380,380,319,98
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 20:00,248,374,372,312,97
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 21:00,248,367,366,303,97
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 22:00,249,363,362,300,94
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100109 23:00,247,358,357,294,94
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 00:00,244,351,350,288,91
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 01:00,244,345,345,279,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 02:00,243,342,341,278,88
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 03:00,244,339,338,275,88
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 04:00,242,336,335,270,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 05:00,243,333,332,269,87
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 06:00,242,332,331,266,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 07:00,239,328,327,259,92
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 08:00,241,330,330,262,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 09:00,246,346,345,277,97
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 10:00,248,364,363,296,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 11:00,248,381,379,315,110
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 12:00,250,396,394,335,111
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 13:00,248,406,405,346,115
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 14:00,249,418,415,362,115
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 15:00,245,421,417,366,113
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 16:00,247,414,413,358,113
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 17:00,243,398,397,339,107
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 18:00,245,387,386,327,99
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 19:00,245,378,378,317,98
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 20:00,246,372,371,310,97
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 21:00,246,365,364,300,98
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 22:00,246,361,360,297,95
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100110 23:00,245,357,356,293,95
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100111 00:00,242,351,349,287,92
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100111 01:00,241,344,343,278,91
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100111 02:00,241,341,340,276,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20100111 03:00,241,338,336,273,88
